1640,000	20,300	20,200
1660,000	20,300	20,400
1680,000	20,300	20,500
1700,000	20,300	20,500
1720,000	20,500	20,700
1740,000	20,600	20,900
1760,000	20,700	21,000
1780,000	20,900	21,100
1800,000	21,000	21,400
1820,000	21,200	21,600
1840,000	21,500	21,800
1860,000	21,600	22,200
1880,000	21,800	22,600
1900,000	22,200	23,000
1920,000	22,500	23,400
1940,000	22,800	24,000
1960,000	23,100	24,500
1980,000	23,600	25,200
2000,000	24,100	25,700
2020,000	24,600	26,300
2040,000	25,000	26,900
2060,000	25,600	27,600
2080,000	26,100	28,200
2100,000	26,800	29,000
2120,000	27,400	29,600
2140,000	27,900	30,300
2160,000	28,500	31,000
2180,000	29,300	31,600
2200,000	29,900	32,300
2220,000	30,700	33,000
2240,000	31,300	33,700
2260,000	32,000	34,300
2280,000	32,800	35,100
2300,000	33,400	35,700
2320,000	34,200	36,200
2340,000	34,900	37,000
2360,000	35,800	37,800
2380,000	36,600	38,300
2400,000	37,200	39,000
2420,000	38,000	39,500
2440,000	38,700	40,400
2460,000	39,500	40,900
2480,000	40,300	41,700
2500,000	41,000	42,200
2520,000	41,600	43,000
2540,000	42,500	43,500
2560,000	43,300	44,200
2580,000	43,900	44,700
2600,000	44,700	45,400
2620,000	45,400	46,000
2640,000	46,200	46,500
2660,000	46,800	47,200
2680,000	47,500	47,700
2700,000	48,300	48,300
2720,000	48,900	48,900
2740,000	49,600	49,300
2760,000	50,200	49,900
2780,000	50,900	50,500
2800,000	51,600	51,000
2820,000	52,100	51,600
2840,000	53,000	52,100
2860,000	53,500	52,500
2880,000	54,200	53,200
2900,000	54,800	53,600
2920,000	55,300	54,100
2940,000	55,900	54,500
2960,000	56,500	55,200
2980,000	57,200	55,600
3000,000	57,700	56,100
3020,000	58,200	56,600
3040,000	58,800	57,000
3060,000	59,300	57,500
3080,000	60,000	57,900
3100,000	60,600	58,400
3120,000	61,000	58,800
3140,000	61,600	59,300
3160,000	62,000	59,800
3180,000	62,600	60,300
3200,000	63,000	60,600
3220,000	63,600	61,000
3240,000	64,100	61,500
3260,000	64,500	61,900
3280,000	65,000	62,200
3300,000	65,500	62,600
3320,000	66,000	63,100
3340,000	66,500	63,500
3360,000	66,900	63,900
3380,000	67,300	64,200
3400,000	67,700	64,600
3420,000	68,200	65,000
3440,000	68,500	65,300
3460,000	69,000	65,700
3480,000	69,400	66,100
3500,000	69,800	66,500
3520,000	70,300	66,700
3540,000	70,600	67,100
3560,000	71,000	67,500
3580,000	71,500	67,800
3600,000	71,800	68,200
3620,000	72,300	68,600
3640,000	72,500	68,800
3660,000	72,800	69,100
3680,000	73,300	69,500
3700,000	73,600	69,700
3720,000	74,000	70,000
3740,000	74,200	70,500
3760,000	74,500	70,700
3780,000	74,900	70,900
3800,000	75,200	71,300
3820,000	75,500	71,700
3840,000	75,800	71,900
3860,000	76,300	72,200
3880,000	76,500	72,500
3900,000	76,900	72,800
3920,000	77,100	73,000
3940,000	77,400	73,200
3960,000	77,600	73,700
3980,000	78,000	73,800
4000,000	78,300	74,100
4020,000	78,600	74,400
4040,000	78,800	74,600
4060,000	79,000	74,800
4080,000	79,400	75,200
4100,000	79,600	75,300
4120,000	79,900	75,600
4140,000	80,000	76,000
4160,000	80,400	76,100
4180,000	80,500	76,300
4200,000	80,800	76,500
4220,000	81,000	76,800
4240,000	81,200	77,000
4260,000	81,500	77,300
4280,000	81,700	77,600
4300,000	81,800	77,700
4320,000	82,100	78,000
4340,000	82,200	78,200
4360,000	82,500	78,400
4380,000	82,800	78,600
4400,000	83,100	78,800
4420,000	83,100	79,100
4440,000	83,400	79,100
4460,000	83,500	79,400
4480,000	83,700	79,600
4500,000	83,800	79,900
4520,000	84,000	80,000
4540,000	84,300	80,200
4560,000	84,500	80,400
4580,000	84,600	80,500
4600,000	84,700	80,700
4620,000	84,900	80,800
4640,000	85,100	81,000
4660,000	85,300	81,200
4680,000	85,400	81,500
4700,000	85,600	81,600
4720,000	85,700	81,800
4740,000	85,900	82,000
4760,000	86,000	82,100
4780,000	86,200	82,300
4800,000	86,300	82,500
4820,000	86,500	82,600
4840,000	86,600	82,900
4860,000	86,800	82,900
4880,000	87,000	83,200
4900,000	87,100	83,200
4920,000	87,200	83,400
4940,000	87,400	83,500
4960,000	87,500	83,700
4980,000	87,600	83,800
5000,000	87,700	84,000
5020,000	87,800	84,200
5040,000	88,000	84,200
5060,000	88,100	84,500
5080,000	88,200	84,600
5100,000	88,300	84,700
5120,000	88,500	84,900
5140,000	88,600	85,000
5160,000	88,700	85,100
5180,000	88,800	85,300
5200,000	88,900	85,400
5220,000	89,000	85,500
5240,000	89,000	85,700
5260,000	89,300	85,700
5280,000	89,300	85,900
5300,000	89,400	86,000
5320,000	89,400	86,100
5340,000	89,600	86,200
5360,000	89,800	86,400
5380,000	89,800	86,400
5400,000	89,900	86,500
5420,000	90,000	86,800
5440,000	90,000	86,800
5460,000	90,100	87,000
5480,000	90,300	87,000
5500,000	90,300	87,200
5520,000	90,600	87,300
5540,000	90,500	87,300
5560,000	90,500	87,500
5580,000	90,700	87,600
5600,000	90,700	87,800
5620,000	90,800	87,900
5640,000	90,900	87,900
5660,000	91,100	88,000
5680,000	91,200	88,100
5700,000	91,100	88,200
5720,000	91,200	88,200
5740,000	91,200	88,300
5760,000	91,400	88,400
5780,000	91,400	88,500
5800,000	91,500	88,600
5820,000	91,500	88,800
5840,000	91,600	88,800
5860,000	91,600	88,900
5880,000	91,800	89,100
5900,000	91,800	89,100
5920,000	91,900	89,200
5940,000	92,000	89,300
5960,000	92,000	89,300
5980,000	92,100	89,400
6000,000	92,000	89,500
6020,000	92,200	89,700
6040,000	92,200	89,700
6060,000	92,200	89,800
6080,000	92,400	89,800
6100,000	92,500	89,900
6120,000	92,400	90,100
6140,000	92,500	90,000
6160,000	92,700	90,200
6180,000	92,500	90,200
6200,000	92,800	90,300
6220,000	92,700	90,400
6240,000	92,800	90,400
6260,000	92,900	90,400
6280,000	92,900	90,500
6300,000	92,900	90,700
6320,000	93,000	90,700
6340,000	93,100	90,700
6360,000	93,100	90,800
6380,000	93,100	90,900
6400,000	93,200	90,800
6420,000	93,200	91,000
6440,000	93,200	91,000
6460,000	93,200	91,100
6480,000	93,300	91,200
6500,000	93,400	91,300
6520,000	93,500	91,300
6540,000	93,400	91,400
6560,000	93,500	91,400
6580,000	93,600	91,500
6600,000	93,500	91,700
6620,000	93,600	91,500
6640,000	93,700	91,600
6660,000	93,800	91,700
6680,000	93,700	91,800
6700,000	93,800	91,800
6720,000	93,800	91,800
6740,000	93,900	92,000
6760,000	93,800	91,900
6780,000	94,000	92,000
6800,000	94,000	92,100
6820,000	94,000	92,000
6840,000	94,000	92,200
6860,000	94,100	92,200
6880,000	94,100	92,200
6900,000	94,100	92,300
6920,000	94,100	92,300
6940,000	94,200	92,400
6960,000	94,200	92,400
6980,000	94,300	92,500
7000,000	94,300	92,500
7020,000	94,300	92,600
7040,000	94,400	92,700
7060,000	94,500	92,700
7080,000	94,300	92,700
7100,000	94,500	92,800
7120,000	94,500	92,800
7140,000	94,500	92,800
7160,000	94,500	92,900
7180,000	94,500	93,000
7200,000	94,700	93,100
7220,000	94,600	93,000
7240,000	94,600	93,100
7260,000	94,600	93,100
7280,000	94,700	93,200
7300,000	94,700	93,300
7320,000	94,800	93,300
7340,000	94,800	93,200
7360,000	94,700	93,200
7380,000	94,800	93,200
7400,000	94,800	93,300
7420,000	94,900	93,400
7440,000	94,800	93,400
7460,000	94,900	93,500
7480,000	94,900	93,500
7500,000	95,000	93,500
7520,000	95,000	93,600
7540,000	95,000	93,600
7560,000	95,000	93,700
7580,000	95,000	93,600
7600,000	95,100	93,800
7620,000	95,100	93,700
7640,000	95,200	93,800
7660,000	95,200	93,800
7680,000	95,200	93,800
7700,000	95,200	93,800
7720,000	95,200	94,000
7740,000	95,300	93,900
7760,000	95,100	93,900
7780,000	95,300	94,000
7800,000	95,200	94,000
7820,000	95,200	94,100
7840,000	95,300	94,100
7860,000	95,300	94,100
7880,000	95,300	94,200
7900,000	95,300	94,100
7920,000	95,300	94,100
7940,000	95,400	94,200
7960,000	95,200	94,200
7980,000	95,400	94,300
8000,000	95,500	94,300
8020,000	95,300	94,300
8040,000	95,400	94,400
8060,000	95,400	94,300
8080,000	95,300	94,400
8100,000	95,300	94,500
8120,000	95,500	94,400
8140,000	95,500	94,400
8160,000	95,500	94,500
8180,000	95,500	94,400
8200,000	95,400	94,500
8220,000	95,400	94,700
8240,000	95,500	94,500
8260,000	95,500	94,600
8280,000	95,400	94,600
8300,000	95,500	94,600
8320,000	95,500	94,600
8340,000	95,500	94,600
8360,000	95,600	94,700
8380,000	95,600	94,700
8400,000	95,500	94,700
8420,000	95,600	94,700
8440,000	95,500	94,700
8460,000	95,600	94,800
8480,000	95,600	94,700
8500,000	95,600	94,800
8520,000	95,600	94,800
8540,000	95,600	94,900
8560,000	95,600	94,800
8580,000	95,700	94,800
8600,000	95,700	94,800
8620,000	95,600	94,900
8640,000	95,700	94,900
8660,000	95,700	95,100
8680,000	95,600	94,900
8700,000	95,700	94,900
8720,000	95,700	95,000
8740,000	95,600	94,900
8760,000	95,700	95,100
8780,000	95,800	95,100
8800,000	95,800	95,000
8820,000	95,700	95,000
8840,000	95,700	95,100
8860,000	95,800	95,100
8880,000	95,700	95,200
8900,000	95,700	95,100
8920,000	95,800	95,100
8940,000	95,800	95,100
8960,000	95,700	95,100
8980,000	95,800	95,100
9000,000	95,700	95,200
9020,000	95,800	95,100
9040,000	95,700	95,200
9060,000	95,700	95,200
9080,000	95,700	95,200
9100,000	95,800	95,200
9120,000	95,700	95,300
9140,000	95,800	95,300
9160,000	95,800	95,300
9180,000	95,800	95,400
9200,000	95,800	95,300
9220,000	95,800	95,300
9240,000	95,900	95,300
9260,000	95,900	95,400
9280,000	95,900	95,300
9300,000	95,800	95,300
9320,000	95,800	95,300
9340,000	95,700	95,500
9360,000	95,900	95,400
9380,000	95,900	95,400
9400,000	95,800	95,500
9420,000	95,900	95,400
9440,000	95,900	95,500
9460,000	95,800	95,400
9480,000	95,800	95,500
9500,000	95,900	95,600
9520,000	95,900	95,500
9540,000	95,800	95,500
9560,000	95,900	95,400
9580,000	95,900	95,500
9600,000	95,800	95,600
9620,000	95,800	95,500
9640,000	95,900	95,500
9660,000	95,900	95,500
9680,000	96,000	95,500
9700,000	95,800	95,600
9720,000	95,900	95,500
9740,000	95,900	95,600
9760,000	95,900	95,600
9780,000	95,900	95,700
9800,000	96,000	95,500
9820,000	95,900	95,600
9840,000	95,800	95,600
9860,000	95,900	95,600
9880,000	95,900	95,600
9900,000	96,000	95,700
9920,000	95,900	95,600
9940,000	95,900	95,600
9960,000	95,900	95,700
9980,000	96,000	95,700
10000,000	96,000	95,800
